Claims,Fact Check
"A video from Samvaad Samachar claims Union Minister Rajnath Singh made a statement about ""Hilal eclai @3I Sars"".",0
"A video from Samvaad Samachar claims Union Minister Rajnath Singh said ""O8 Sci @51 Gl akale He faa"".",0
A video by Samvaad Samachar falsely claims Union Minister Rajnath Singh made disrespectful comments towards Prime Minister Narendra Modi.,0
"A video from Samvaad Samachar claims the Chief Justice of India, DY Chandrachud, said “51 Geri Ga Peal lar"".",0
 A YouTube video by Samvaad Samachar falsely claims the resignation of Union Minister for Road Transport and Highways.,0
A video from Samvaad Samachar features a false claim about a leaked video involving the Prime Minister.,0
"A YouTube channel 'Sarokar Bharat' with over 21,000 subscribers is propagating fake news regarding the President of India, Prime Minister, and other Union Ministers.",1
"A video from Sarokar Bharat falsely quotes the President of India, Droupadi Murmu.",0
"A video by Sarokar Bharat claims the Finance Minister, Nirmala Sitharaman, has resigned.",0
 A video by Sarokar Bharat claims the President of India has taken action against the Prime Minister.,0
Sarokar Bharat claims Defence Minister Rajnath Singh has resigned.,0
Sarokar Bharat falsely claims the Prime Minister will not contest the 2024 Lok Sabha elections.,0
Sarokar Bharat claims Finance Minister Nirmala Sitharaman has been taken hostage and assaulted.,0
A video by Sarokar Bharat claims the Defence Minister Rajnath Singh has resigned.,0
"Nation TV has propagated fake news about the President, Union Ministers, and the Election Commission of India.",1
Nation TV claims the Election Commission of India has decided to ban the use of Electronic Voting Machines (EVMs).,0
Nation TV claims the Prime Minister will not contest the 2024 Lok Sabha elections.,0
Nation TV claims that Finance Minister Nirmala Sitharaman has been taken hostage and assaulted.,0
Nation TV falsely claims the Speaker of the Lok Sabha was physically assaulted in Parliament.,0
 Nation TV falsely claims Union Defence Minister Rajnath Singh has resigned.,0
A YouTube video falsely claims that all farm loans have been waived.,0
A YouTube video falsely claims that the President of India has approved a loan waiver and a loan of 2 lakhs for farmers.,0
A YouTube video falsely claims that 2000 is being transferred in bank accounts of farmers through e-Sharam cards.,0
: A YouTube channel ‘SarkariUpdate’ with over 2.26M subscribers is propagating fake news about various schemes of the Government of India.,1
"A YouTube video falsely claims that the Government is giving Rs. 62,000 to people who have bank accounts.",0
"A YouTube video is claiming that the Government is giving Rs. 60,000 (in cash) to Pan Card holders.",0
"A YouTube video falsely claims that the Government is giving Rs. 89,000 (in cash) to Aadhar Card holders.",0
"A YouTube video falsely claims that the Government is giving Rs. 1,40,000 to Aadhar Card holders.",0
"A YouTube video falsely claims that the Government is giving Rs. 51,000 (in cash) to all women under ‘Nari Shakti Yojna’.",0
" A YouTube video falsely claims that the Government is giving Rs. 1,35,000 to all women under 'Pradhan Mantri Mahila Samman Yojna'.",0
"A YouTube video falsely claims that all Aadhar card holders will get Rs. 50,000 under ‘Pradhanmantri Jan Samman Yojna’.",0
"A YouTube video falsely claims that Rs. 3,000 will be credited to everyone who has a bank account.",0
"A YouTube video falsely claims that Rs. 40,000 will be credited to bank accounts.",0
"A YouTube video falsely claims that all girls will get Rs. 2,100/month.",0
A YouTube video falsely claims that new ration cards will be made in one day.,0
" A YouTube channel ‘News Headlines’ has been found propagating fake news about the Prime Minister, Supreme Court of India, Chief Justice of India, and the Election Commission of India.",1
 A YouTube video falsely claims that the Chief Justice of India has ruled that re-elections will be done for 131 seats in UP.,0
A YouTube video falsely claims that the Chief Justice of India has taken action against the Prime Minister of India.,0
A YouTube video falsely claims that the Chief Justice of India has declared the Prime Minister of India guilty of sedition.,0
A YouTube video falsely claims that the Chief Justice of India has taken action against the Election Commission of India and EVMs will not be used in elections.,0
A YouTube video falsely claims that the Chief Justice of India has taken action against the Prime Minister of India.,0
 A YouTube video falsely claims that the Chief Justice of India has taken action against the Election Commission of India and EVMs will not be used in elections.,0
"A YouTube video falsely claims that all girls will get Rs. 2,100/month.",0
" A YouTube video falsely claims that the Government is giving Rs. 1,40,000 to Aadhar Card holders.",0
"A YouTube video falsely claims that the Government is giving Rs. 89,000 (in cash) to Aadhar Card holders.",0
"A YouTube video falsely claims that the Government is giving Rs. 60,000 (in cash) to Pan Card holders.",0
"A YouTube video falsely claims that Rs. 3,000 will be credited to everyone who has a bank account.",0
"A YouTube video falsely claims that Rs. 40,000 will be credited to bank accounts.",0
 A YouTube video falsely claims that all farm loans have been waived.,0
A YouTube video falsely claims that the President of India has approved a loan waiver and a loan of 2 lakhs for farmers.,0
A YouTube channel ‘SarkariUpdate’ with over 2.26M subscribers is propagating fake news about various schemes of the Government of India.,1
"A YouTube video falsely claims that the Government is giving Rs. 62,000 to people who have bank accounts.",0
"A YouTube video falsely claims that the Government is giving Rs. 60,000 (in cash) to Pan Card holders.",0
"A YouTube video falsely claims that the Government is giving Rs. 89,000 (in cash) to Aadhar Card holders.",0
" A YouTube video falsely claims that the Government is giving Rs. 1,40,000 to Aadhar Card holders.",0
The YouTube channel is falsely claiming that the Minister of Road Transport and Highways has resigned.,0
"A YouTube channel is claiming that according to the orders of the Chief Justice of India, EVMs are not to be used in elections.",0
A YouTube video claims that the Election Commission is under pressure due to fake news about upcoming elections.,0
A YouTube video is claiming that the Election Commission has taken steps to prevent the misuse of social media in elections.,0
A fake message impersonating the State Bank of India claims that the recipient's YONO account has been blocked.,0
"A WhatsApp message claims that the government is offering loans under PM Mudra Yojana for a fee of ₹6,000.",0
A news report claims that the People's Liberation Army (PLA) sought a unilateral ceasefire at Yangtse to free 63 Chinese soldiers.,0
"An email claiming to be from the Ministry of Education is circulating, offering fake scholarships.",0
A purported date sheet for the 2023 CBSE board exams is circulating on social media.,0
A fake website demands a registration fee from students for board exams.,0
"An SMS claims to offer an online loan under the PM Mudra Yojana and demands ₹2,000 as a loan protection insurance fee.",0
"A message claiming to be from the Income Tax Department is circulating, asking for personal details for a refund.",0
A fake website claims to provide life certificates for senior citizens and demands a registration fee.,0
"An approval letter claims to grant a loan of ₹10,00,000 under the PM Mudra Yojana with a fee of ₹4,500 for processing.",0
"A message claims that the Government of India is providing a loan of ₹24,78,000 to all Aadhar card holders.",0
A notice claims that the Ministry of Health and Family Welfare is conducting a survey on COVID-19 for people above the age of 18 years.,0
A bill is reportedly being introduced to allow the Intelligence Bureau to file FIRs and question people.,0
A WhatsApp message is claiming to be a notification from the Income Tax Department requesting personal details.,0
"A website claiming to offer loans under the PM Mudra Yojana for ₹1,00,000 asks for a processing fee of ₹4,500.",0
"A notice about a job opportunity with the Ministry of Health and Family Welfare is circulating, requiring payment for processing.",0
"A fake loan approval letter claims to offer ₹10,00,000 under PM Mudra Yojana after a ₹4,500 payment.",0
"A viral social media post claims to offer a ₹2,00,000 loan under the PM Mudra Yojana for a fee of ₹3,000.",0
A fake website 'jeevanpraman.online' is asking for a registration fee to provide a life certificate.,0
"A fake loan letter claims to grant ₹24,78,000 to Aadhar card holders.",0
"A WhatsApp message is circulating, claiming to be an official from the Income Tax Department asking for payment details.",0
A YouTube channel is claiming that the Election Commission is going to scrap the EVM system in the upcoming elections.,0
"A fraudulent message claims to offer loans under PM Mudra Yojana for a fee of ₹2,000.",0
"An advertisement claims to offer government loans under the PM Mudra Yojana, requiring a ₹4,500 fee for processing.",0
A viral message on social media claims that the government is offering free health insurance to all citizens.,0
"A fake loan approval letter is circulating, promising ₹1,00,000 under the PM Mudra Yojana for a ₹4,500 fee.",0
"An SMS claims that a loan of ₹10,00,000 is being approved under PM Mudra Yojana and requires a ₹4,500 fee.",0
"A viral social media post claims that the government will provide a loan of ₹1,00,000 under PM Mudra Yojana for a fee of ₹4,500.",0
A YouTube video claims that PM Modi’s visit to Morbi cost ₹730 crore.,0
"An email claims to be a loan offer under the PM Mudra Yojana with an upfront fee of ₹4,500.",0
A viral message claims that the Intelligence Bureau will soon be given powers to file FIRs and investigate cases.,0
A website ‘thedealership.in’ is claiming to offer petrol pump dealerships in the name of @indianOilc.,0
A large number of trees were cut in Kuno Wildlife Sanctuary to make arrangements for PM's visit for the release of 8 Cheetahs.,0
An order circulating on #WhatsApp claims that the additional installment of Dearness Allowance will be effective from 01.07.2022.,0
"A joining letter for the post of clerk allegedly issued by the Ministry of Railways is asking the recipient to submit $3,880 as exam file fee.",0
"A text message with a website link is circulating on social media which claims that @EduMinOfindia is offering 500,000 free laptops to all students.",0
Some media reports claim that Children Helpline 1098 is being transferred to Ministry of Home Affairs and would be operated under the ERSS Helpline no 112.,0
"An approval letter claims to grant a loan of 21,000,000 under the PM Mudra Yojana on the payment of 24,500 as verification & processing fees.",0
"A website ‘eudyogaadhaar.org’ is claiming to register for 'MSME Udyam’ and is asking for $2,700 for printing the registration certificate.",0
A fake recruitment notice issued in the name of Territorial Army is offering various posts & is inviting candidates to register on ‘territorialarmy.in’.,0
A fake twitter handle named @Bsfindia0 is impersonating as the official #twitter account of Border Security Force.,0
A fake claim that the GDP in Q1: 2022-23 is at Rs. 34.42 trillion.,0
"A message is being circulated claiming that monthly monetary compensations are being provided under government approved ""AYUSH Yojana"".",0
A fake order circulating on #WhatsApp is claiming that the additional installment of Dearness Allowance will be effective from 01.07.2022.,0
"A fake claim regarding ""Agniveer recruitment"" is being circulated.",0
"A fake lottery message is claiming a prize of Rs. 25,00,000.",0
A message circulating on social media claims the Government of India has released a new WhatsApp guideline to monitor chats and take action against people.,0
A website named Rajkiya Krishi Vikas Nigam with the domain name rajkrishi.com claims to be a PSU under MCA and has opened vacancies for the posts of MTS and Clerks.,0
A report by Zee News claims that Indian Railways passengers will now have to buy a full ticket for kids below 5 years.,0
"The central government is providing a loan of ₹24,78,000 to all Aadhar card owners.",0
A claim states that the poor are being forced to buy the national flag to receive ration.,0
"A letter circulating claims the Government of India is providing a loan of ₹10,00,000 under the PM Mudra Yojana upon payment of ₹24,500 as verification and processing fees.",0
A letter claims the Government of India is offering car finance at zero interest to government employees.,0
A claim is circulating that the National Testing Agency has postponed the UGC NET exam.,0
A message claims India has lost ₹2.8 lakh crore in the 5G Spectrum auction.,0
"A claim is circulating offering a lucky draw in the name of Indian Oil Corporation, providing a chance to win a Fuel Subsidy Gift worth ₹76,000.",0
A message circulating on social media claims the Ministry of Education will provide free smartphones to everyone across the country.,0
"A fake notice claims to offer a CSP Id for ₹215,200 from CSCgov.",0
A fake notification issued in the name of the Reserve Bank of India claims to offer 24 crores 59 lakhs to the beneficiary.,0
A forwarded message claims the government is offering 5000rs.,0
"India slips to the 164th rank in the list of the fastest-growing nations in 2021, from being the third-largest economy in 2011.",0
"A message claims the government is offering 500,000 free laptops to all students.",0
A message claims the Government of India is offering free laptops to all students.,0
A claim that the Chennai Meteorological Department issued a heavy cold wave warning related to the Earth moving away from the Sun.,0
A fake lottery claim circulating via WhatsApp.,0
A message claims that the Government of India is giving a 3400rs allowance to people.,0
A forwarded WhatsApp message mentions something about a fraudulent claim.,0
A fake website claims to offer employment opportunities through Sarva Shiksha Abhiyan.,0
A media report claims that the Aadhar card of children is mandatory for availing benefits of the POSHAN scheme.,0
"A website claiming an ESIC unemployment allowance is giving 25,000rs monthly for a year.",0
A notice circulating claims the National Testing Agency has rescheduled the NEET (UG) exam to 4th September 2022.,0
"A letter claims that ORs attested after January 1, 2019, and not promoted to Naik or equivalent on 1 July 2022 are to be kept under the #AgnipathScheme.",0
"A message claims that ISRO has developed a radio portal called ""Radio Garden"" to listen to stations worldwide.",0
A viral video claims that devices like watches are used to swipe the FASTag on vehicles for fraudulent deductions.,0
"A video claims a terrorist was caught at a Delhi metro station, and people should avoid traveling in the metro.",0
"A message claims the Employee's State Insurance Corporation (ESIC) is offering a 25,000rs monthly allowance to unemployed citizens.",0
A message claims that WhatsApp is sending fraudulent claims related to card ID information.,0
"A message claims the ""Radio Garden"" was developed by ISRO.",0
A claim circulating mentions fraudulent lottery winnings on WhatsApp.,0
A media report claims that children’s Aadhar card is mandatory for POSHAN scheme benefits.,0
A forwarded message claims an offer of 5000rs from the government.,0
A message claims the National Testing Agency has rescheduled NEET (UG) to 4th September.,0
A forwarded message claims free laptops are being given by the government.,0
A claim about a fraudulent link involving WhatsApp and a lottery.,0
A message warns against destroying old passports.,0
A video claims a terrorist was caught at a Delhi metro station.,0
A viral message claims the Ministry of Education is offering free laptops.,0
A forwarded message claims fraudulent deductions through FASTag on vehicles.,0
"A viral message claims that ESIC is offering unemployment funds of 25,000rs per month.",0
A message claims that the government is offering free laptops to all students.,0
A claim about fraudulent deduction through FASTag.,0
"A message claims the Earth is moving away from the Sun, leading to extreme cold.",0
A claim about fraudulent deduction through FASTag swipe.,0
A picture of Union Finance Minister @nsitharaman is being circulated on social media giving a statement on the value of Rupee and Dollar.,0
A website impersonating @OfficialDMRC is inviting applications for various posts.,0
A letter issued by Indian Oil Corporation (IOCL) claims that the application for INDANE GAS Agency dealership has been approved.,0
A certificate issued in the name of @FinMinindia is asking the recipient to share bank account details to receive funds.,0
"A message with a link 'bit.ly/3P7CIPY' claims to offer financial aid of 30,628 in the name of the Ministry of Finance to every citizen.",0
Anyone can register for free medical insurance under Ayushman Bharat Health Account (ABHA).,0
A notice issued in the name of the National Board of Examinations claims that the NEET PG exam has been postponed to 9th July 2022.,0
"A message claiming that the Ministry of Road, Transport and Highways has told electric vehicle manufacturers to halt new two-wheeler launches.",0
A #Fake message about the government's approval for the installation of 4G/5G towers is in circulation.,0
A #Fake notice about the Railway Recruitment Board’s Computer-Based Test (CBT-2) schedule.,0
A text message with a website link claims that the Government of India is offering free laptops for all students.,0
A #Fake message about the government’s approval for 4G/5G towers in individual plots and houses.,0
"A #FAKE lucky draw in the name of @indiaPostOffice is viral on social media, offering a chance to win $6,000.",0
An appointment letter issued by 'Excise Ministry' claims that the applicant has been appointed for the post of Field Distribution Officer & is asking for an application fee.,0
A #Fake letter claiming that the NEET-PG examination due to take place on 21/05/2022 has been postponed by 6-8 weeks.,0
"A message claiming that your bank account has been credited with Rs 2,67,000 under 'Govt Yojana’.",0
"Government giving free Laptop to all the students of India, Register your Number on Gov-Laptop app to get free laptop.",0
"An application proposal issued in the name of @DoT_India is asking for a payment of 15,360 as registration charge.",0
"A message claims to offer Rs. 1,55,000 for workers who worked between 1990-2021 in the name of the Ministry of Labour and Employment.",0
RBI planning to introduce new currency notes with photos of Dr. APJ Abdul Kalam and Rabindranath Tagore.,0
"A lucky draw in the name of Indian Oil Corporation offering a chance to win a Fuel Subsidy Gift worth 6,000.",0
"A ""Fund Release Order"" issued by the Reserve Bank of India is asking for a deposit of Rs. 34,500.",0
A message circulating about a Cabinet meeting held on 29 May 2022 claiming decisions were made.,0
The Government of India offering free laptops to all students.,0
"An SMS claiming a lucky draw for Rs. 25,00,000 from an unknown source.",0
MTNL KYC is getting expired within 24 hours.,0
Fraudulent websites impersonating the official portal of the PM-KUSUM Scheme.,1
"A lucky draw in the name of 'POWERGRID' offering a chance to win 76,000.",0
An organization named 'Indian Skill Development Organization' is inviting applications for various posts.,0
A letter from the Ministry of Power claiming 'Goldcoat Solar' is collaborating with the Government of India.,0
Pressing 'cancel' twice on an ATM can prevent PIN theft.,0
"A fake lucky draw in the name of Indian Railways offering a chance to win 6,000.",0
Fraudsters impersonating as RBI sending fake messages.,1
An order claiming the Common Eligibility Test will be conducted in the 3rd quarter of FY 2022-23.,0
"A fake free lottery of Rs. 12,500 from Bharat Petroleum Corporation Ltd.",0
"A link claiming to offer financial aid of Rs. 30,628 in the name of the Ministry of Finance.",0
An email allegedly from RBI requesting personal details for offering Rs. 4 crore 75 lakh.,0
"A message circulating claiming a Rs. 3,500 benefit for a specific scheme.",0
A post falsely attributed to @RB! claims that pressing 'cancel' twice on ATM before a transaction can prevent PIN theft.,0
A 12% GST tax on rent for houses and shops will be introduced at the upcoming GST Council meeting.,0
A fake certificate claiming to be issued by the Ministry of Power stating collaboration with 'Goldcoat Solar' in the renewable energy sector.,0
"A fake No Objection Certificate claims that a mobile tower would be installed after payment of ₹15,631.",0
Anyone can register for free medical insurance under Ayushman Bharat Health Account (ABHA).,0
A certificate issued in the name of @FinMinindia asking the recipient to share bank account details to receive funds.,0
A fake website ‘gusindia.co.in’ is offering recruitment opportunities under @MoRD GOI.,0
A letter issued in the name of the Ministry of Power claiming collaboration with 'Goldcoat Solar' for renewable energy.,0
"A #Fake No Objection Certificate claims that a mobile tower would be installed after payment of ₹15,631.",0
Anyone can register for free medical insurance under Ayushman Bharat Health Account (ABHA).,0
A certificate issued by the Ministry of Finance asking the recipient to share bank details for funds.,0
A #Fake No Objection Certificate claims that a mobile tower would be installed after payment.,0
A website ‘gusindia.co.in’ is offering recruitment opportunities under @MoRD GOI.,0
A website ‘samagra.shikshaabhiyan.co.in’ claims to be the official website of Sarva Shiksha Abhiyan and is offering employment opportunities.,0
A fake website ‘samagra.shikshaabhiyan.co.in’ claiming to be the official website of Sarva Shiksha Abhiyan offering employment.,0
A #Fake website Samagra.shikshaabhiyan.co.in claiming to be the official website of Sarva Shiksha Abhiyan.,0
A fake website ‘Samagra.shikshaabhiyan.co.in’ offering employment opportunities.,0
A claim that Qutub Minar was lit up with the colors of the Russian flag.,0
A website ‘gusindia.co.in’ is offering recruitment under @MoRD GOI.,0
A certificate issued in the name of Ministry of Finance asking the recipient to share bank account details to receive funds.,0
A fake No Objection Certificate claims a mobile tower would be installed after payment.,0
A website ‘Samagra.shikshaabhiyan.co.in’ claiming to be the official website of Sarva Shiksha Abhiyan.,0
A claim that the death of Ariyalur student Lavanya was not due to conversion.,0
A #Fake website offering mobile tower installations after payment.,0
A fake website ‘samagra.shikshaabhiyan.co.in’ is offering employment opportunities.,0
Many fraudulent sites impersonating as govt websites try to dupe people by offering jobs under #Fake schemes.,1
"A #Fake website, 'sarvashiksha.online' posing as the official website of the Sarva Shiksha Abhiyan is claiming to provide jobs for various posts.",1
An e-mail allegedly sent by RBI is requesting for recipient's personal details to offer Rs. 4 crores 75 lakhs.,0
A #Fake Notice issued in the name of National Medical Commission claims that the subjects and marks distribution of 'NEXT' has been changed and it will be conducted in December 2022.,0
A notification issued in the name of CBSE claims that Board examinations for class X and XII will commence from 4th May 2022.,0
Fake news is being spread about reduction of Corporate tax in the Budget.,0
"A viral message circulating on #Whatsapp claims that the Government of India is providing € 3,500 per month under the 'Pradhan Mantri Berojgar Bhatta Yojana’.",0
A contextually misleading image is being circulated on social media.,0
"An approval letter issued under Pradhan Mantri KUSUM Yojana is asking for Rs 5,600 as legal charge & Rs 5,000 as additional registration charge to install a solar pump.",0
A circular allegedly issued by CBSE claims that the class 12th Board exam results will be announced on 25/01/2022.,0
A message being forwarded on #WhatsApp claims that #COVID19 is a bacteria that can be cured with aspirin.,0
"An e-mail allegedly sent by RBI claims to offer Rs. 4 crores 62 lakhs on payment of Rs 12,500.",0
Several #fake claims are being made in a video related to the efficacy of #Covid19 vaccines in children.,0
Don't be misled by misinformation & #FakeNews circulating on social media about COVID-19.,1
"A tweet referring to a viral video claims that in a #Cabinet Committee meeting on Security, there was a call for the removal of Sikhs from the Indian Army.",0
A viral audio message claims that #Covid19 vaccines contain Graphene Oxide.,0
Some websites have published a notice claiming that the Indian Railway Protection Force (RPF) is recruiting through the RPF Constable Recruitment 2022 Exam.,0
A tweet claims that there was a Cabinet meeting discussing the removal of Sikhs from the Indian Army.,0
A message in circulation claims that your @TheOfficialSB! account has been compromised.,2
"PIB Fact Check @PIBFactCheck - Dec 22, 2021",0
#PIBFactCheck,0
"PIB Fact Check @PIBFactCheck - Dec 21, 2021",0
112 website is a fake.,0
"PIB Fact Check @PIBFactCheck - Dec 19, 2021 #Fake website ‘rashtriyaunnatikendra.org' is claiming to be associated with the ‘Ministry of Skill Development’.",0
"PIB Fact Check @PIBFactCheck - Dec 15, 2021 Don’t fall prey to online frauds carried out via fake websites!",0
Some rooftop solar vendors are setting up solar plants by claiming that they are authorized vendors of the Ministry of New & Renewable Energy.,0
"PIB Fact Check @PIBFactCheck - Dec 13, 2021",0
"PIB Fact Check @PIBFactCheck - Dec 12, 2021 A public notice regarding offline examinations in universities is circulating, claiming to be issued by @UGC_India.",0
"PIB Fact Check @PIBFactCheck - Dec 10, 2021",0
"PIB Fact Check @PIBFactCheck - Dec 7, 2021",0
"PIB Fact Check @PIBFactCheck - Dec 6, 2021 Claiming financial aid of Rs 4000 under the PM Ramban Suraksha Yojana for COVID-19 treatment.",0
"A fake letter claiming Rs 19,900 deposit for lottery funds by the Reserve Bank of India.",0
"An approval letter from APCLimited for gas agency dealership is asking for Rs. 12,500 as registration fee.",0
Several fake accounts are claiming to be the official twitter profile of the National Security Advisor (NSA) Ajit Doval.,0
A website impersonating @OfficialDMRC is inviting applications for various posts.,0
A fake date sheet for the forthcoming class X and XII term 1 examination.,0
A message about special firecrackers and lights being sent to India is fake.,0
A fake letter regarding approval for feedback from vaccinated people under COVID-19.,0
A fake application proposal from @DoT India seeking payment for registration charge.,0
An offer letter from the Ministry of Railways for recruitment.,0
A fraudulent recruitment offer from the @OfficialDMRC website.,0
A fake certificate of deposit issued by the RBI for releasing lottery funds.,0
A fake alert about MTNL KYC expiration within 24 hours.,0
A fraudulent SMS about SBI KYC verification.,0
"A fraudulent certificate of deposit asking for Rs 19,900 deposit.",0
A fake letter for Wi-Fi network installation.,0
A fake letter issued by SBTA claiming to vaccinate people for COVID-19 till 2031.,0
"An application asking for Rs 15,300 registration fee under the Department of Telecommunications.",0
A fraudulent recruitment notice claiming to be from the Ministry of Railways.,0
A website impersonating the @OfficialDMRC for recruitment applications.,0
A fake date sheet for the class X and XII term 1 examination.,0
Fake message regarding special firecrackers and lights being sent to India.,0
A fake letter regarding the PM Ramban Suraksha Yojana offering Rs 4000 for COVID-19 treatment.,0
"@Outiookindia claims that Lav Agarwal, JS @MoHFW_INDIA has stated that there has been only 1 death due to oxygen shortage during #COVID19 2nd wave.",0
A forwarded message is being shared on #WhatsApp claiming that the government has decided to expand the branches of the Supreme Court of India to three more locations.,0
A forwarded message claims that the government is providing free laptops to support virtual learning amid the #COVID19 outbreak.,0
A forwarded message claims to be the official list of Padma Awards 2021 recipients.,0
A news report has published a misleading headline claiming that Biological E has been denied permission for its #COVID19 vaccine trials in children.,0
A message claiming that @EduMinOfindis will provide free laptops to all people to support virtual learning amid the #COVID19 outbreak.,0
A forwarded message claims that @BSNLCorporate is asking for KYC verification.,0
A morphed image is circulating on social media with a claim that a congratulatory banner shows that Prime Minister Narendra Modi has been thanked for Mirabai Chanu's #Olympics2020 win.,0
A news report has claimed that Biological E has been denied permission for its #COVID19 vaccine trials in children.,0
"A message claiming that @FinMinindia is providing emergency cash where recipients will receive Rs 1,30,000 per month for 6 months.",0
A forwarded WhatsApp message claims the government will offer free laptops for education.,0
A forwarded message claims that the Ministry of Home Affairs is planning to relocate the headquarters of several Central Armed Police Forces (CAPFs).,0
"A fake approval letter allegedly issued by the Ministry of New and Renewable Energy is asking for Rs 5,600 as a legal charge to install a solar pump under PM KUSUM Yojana.",0
Some YouTube channels by the name “PIB Fact Check” are claiming to be the official channel of PIB Fact Check.,0
A website claiming to be the official website of the Territorial Army is inviting applications for various posts.,0
A website claiming to be @MSDESkilling offering unemployment assistance and charging an application fee is genuine.,0
A forwarded message claims that the Minister was quoting NSO's response.,0
A public notice claiming that #NEET-UG will be conducted on 5 September 2021 is circulating on social media.,0
A media report citing a study claims that the herb Tinospora Cordifolia (Giloy) causes liver damage.,0
A message claiming that pregnant women are eligible for the COVID-19 vaccination is being circulated with myths stating otherwise.,0
A website “sebd.in.net” claiming to be @ research institute under @MSDESkilling offering unemployment assistance and charging an amount as application fee.,0
A public notice claims to announce the conduct of #NEET-UG on 5 September 2021.,0
"A forwarded message claims that the government is providing Rs 1,30,000 for emergency assistance.",0
A website pmrojgaaryajna.in is inviting applications for various posts and asking for Rs 7100 as registration fee.,0
A news report claims that two men were arrested under the National Security Act for saying that cow urine & dung don't cure #COVID19.,0
A forwarded message claiming the #NEET-UG exam will be held on 5 September 2021.,0
A forwarded message is claiming that #NEET-UG will be conducted on 5 September 2021.,0
"A forwarded message is claiming to offer various benefits including cash prizes, government scholarship, etc.",0
A forwarded message claims that pregnant women can get vaccinated against COVID-19.,0
A forwarded message claims that the Ministry of Home Affairs is planning to relocate CAPF headquarters.,0
A message claims to provide information regarding a website for job opportunities under the government scheme.,0
A forwarded message claims that BSNL KYC verification is required and is asking for personal information.,0
A forwarded message claims that fake approval letters related to PM KUSUM Yojana are circulating.,0
A website offering assistance for employment and charging fees for job opportunities is operating in the name of @MSDESkilling.,0
A forwarded message claims that the Ministry of Information & Broadcasting is providing details about the NEET-UG exam.,0
Saher gee rarer ed eft aaa eae eae ae er eb,0
The incident occurred due to PERSONAL RIVALRY HAS BEEN GIVEN A COMMUNAL ANGLE.,0
Anaesthetics can be life-threatening for COVID-19 vaccinated people.,0
A message from the Reserve Bank of India says pressing ‘cancel’ twice on ATM before a transaction can prevent PIN theft.,0
COVID-19 vaccines can make people magnetic.,0
There is a link between 5G technology and the COVID-19 pandemic.,0
An official letter from Union Home Minister Amit Shah to the Chief Minister of Uttar Pradesh is in circulation.,0
The Central Government is providing Phase 4 Covid-19 Relief Fund.,0
A WhatsApp forward says the National Commission for Protection of Child Rights (NCPCR) has issued a new rule about children.,0
Black Fungus can spread through farm chickens.,0
Families of those who died due to COVID-19 are entitled to a compensation of 4 Lakh under SDRF.,0
"The link for registering for COVID-19 vaccination is available through the ""CowinHelp App"".",0
The Union Home Minister has written a letter to the Chief Minister of Uttar Pradesh.,0
A fraudulent website claiming to be the official PIB Fact Check website is in circulation.,0
"People are receiving feedback calls from the number ""912250041117"" regarding the COVID-19 vaccine.",0
The type of vaccine administered would regulate international travel.,0
"WHO is giving a monetary reward of 50,000 INR to people who received the COVID-19 vaccine.",0
COVID-19 vaccination appointments can be booked on Telegram using 'MyGov Corona Vaccine App'.,0
A post claiming COVID-19 vaccination can be booked via Telegram is circulating.,0
A fraudulent call claiming to hack phones when answered is circulating regarding COVID-19 vaccination feedback.,0
"People can register for COVID-19 vaccination through a fraudulent website ""pibfactcheck.in"".",0
A letter from the Union Home Minister claiming to discuss COVID-19 relief fund distribution is in circulation.,0
COVID-19 vaccines are linked with a claim that they cause death within 2 years.,0
Several false claims regarding the #COVID situation in the Andamans are in circulation.,0
Should patients with mild symptoms take steroids at the early stage?,0
Prolonged usage of masks leads to intoxication of CO2 & oxygen deficiency in the body.,0
"Bharat Biotech's vaccine, Covaxin, has been approved for children above 12 years.",0
Prolonged COVID-19 situation in the Andamans is leading to 4-5 deaths daily at the GB Pant Hospital.,0
Prolonged usage of masks leads to CO2 intoxication and oxygen deficiency.,0
Bharat Biotech's Covaxin is approved for children above 12 years.,0
48 medical professionals have tested positive for COVID-19 after attending a conference.,0
A vial called COVIPRI exists for Remdesivir injection.,0
"Hospital beds are now available in AIIMS Delhi, as they have converted all wards into COVID wards.",0
Two girls who lost their parents can be adopted by calling a specific number.,0
A vial called COVIPRI exists for Remdesivir injections.,0
India has entered the community transmission stage of COVID-19.,0
Inhaling hot water steam kills the coronavirus.,0
People above 18 can register for the COVID-19 vaccine starting from 24th April.,0
Drinking hot water with lemon slices & baking soda immediately kills COVID-19.,0
Social media post is claiming that the export of oxygen from India has increased by 734% between Jan 2020 & Jan 2021.,0
A headline of a news report claims that India's ‘double mutation’ covid virus variant is worrying the world.,0
A news report by @NewindianXpress claims that the Centre has quietly decided not to extend an insurance scheme of Rs 50 lakh for healthcare workers who die in the line of #COVID19 duty.,0
A report by Lokmat claims that the government is likely to announce a nationwide lockdown all across the country to curb the spread of #COVID19.,0
A website of a #Fake organisation 'BioChemic Grant Commission’ claims to be working under the Government of India and is inviting applications for various posts.,0
A message circulating on #WhatsApp enumerating several #COVID19 related inputs is falsely claiming to be a press release put out by the Ministry of Health.,0
A notification issued by ‘Bio Chemic Education Grant Commission’ is claiming to offer employment under the Government of India.,0
An image claiming that COVID-19 #Vaccination appointment can be booked through #WhatsApp is circulating on social media.,0
